Date,Summary,Aim,Plate,Plate contents,Wash Number,Control Plate,Plate pouring,Plate spreading/making,Plate contents autoclaved,Bleach concentration percentage,Bleach notes,Treatment code.  ,Flies code (sex/strain). ,Number of flies,Replicate ID,Incubation time (hours),Incubation temp celsius,Date plate read,Short description of plate,% of plate covered in bacteria ,Colony morphology,Image link ,Researcher(s),Link to protocol and Benchling lab note entry
27/10/2025,"Autoclaved filterpaper, followed by touching. Just loose sheets autoclaved.  ",,LB,"Filter paper autoclaved loose in a pipette box, handled with ethanoled gloves after. ",N/A,,"Under flow hood, dried under UV light.",Under flow hood.,Yes.,N/A,N/A,27_10_2025_2_1,N/A,N/A,1,24,37,,No growth. ,0,N/A,,Katie Millar,
27/10/2025,"Autoclaved filterpaper, followed by touching. Just loose sheets autoclaved.  ",,LB,"Filter paper autoclaved loose in a pipette box, handled with ethanoled gloves after. ",N/A,,"Under flow hood, dried under UV light.",Under flow hood.,Yes.,N/A,N/A,27_10_2025_2_2,N/A,N/A,2,24,37,,No growth. ,0,N/A,,Katie Millar,
27/10/2025,"Autoclaved filterpaper, followed by touching. Just loose sheets autoclaved.  ",,LB,"Filter paper autoclaved loose in a pipette box, handled with ethanoled gloves after. ",N/A,,"Under flow hood, dried under UV light.",Under flow hood.,Yes.,N/A,N/A,27_10_2025_2_3,N/A,N/A,3,24,37,,No growth. ,0,N/A,,Katie Millar,
27/10/2025,"Autoclaved filter paper, not followed by touching. ",,LB,"Autoclaved folded filter paper, handled with forceps after.",N/A,,"Under flow hood, dried under UV light.",Under flow hood.,Yes.,N/A,N/A,27_10_2025_3_1 ,N/A,N/A,1,24,37,,No growth. ,0,N/A,IMG_5822.heic,Katie Millar,
27/10/2025,"Autoclaved filter paper, not followed by touching. ",,LB,"Autoclaved folded filter paper, handled with forceps after.",N/A,,"Under flow hood, dried under UV light.",Under flow hood.,Yes.,N/A,N/A,27_10_2025_3_2,N/A,N/A,2,24,37,,No growth. ,0,N/A,IMG_5823.heic,Katie Millar,
27/10/2025,"Autoclaved filter paper, not followed by touching. ",,LB,"Autoclaved folded filter paper, handled with forceps after.",N/A,,"Under flow hood, dried under UV light.",Under flow hood.,Yes.,N/A,N/A,27_10_2025_3_3,N/A,N/A,3,24,37,,No growth. ,0,N/A,IMG_5824.heic,Katie Millar,
27/10/2025,Gloves touching plate.,,LB,A plate touched with gloved and ehtanoled hands.,N/A,,"Under flow hood, dried under UV light.",Under flow hood.,Yes.,N/A,N/A,27_10_2025_4_1,N/A,N/A,1,24,37,,No growth. ,0,N/A,IMG_5826.heic,Katie Millar,
27/10/2025,Gloves touching plate.,,LB,A plate touched with gloved and ehtanoled hands.,N/A,,"Under flow hood, dried under UV light.",Under flow hood.,Yes.,N/A,N/A,27_10_2025_4_2,N/A,N/A,2,24,37,,No growth. ,0,N/A,IMG_5827.heic,Katie Millar,
27/10/2025,Gloves touching plate.,,LB,A plate touched with gloved and ehtanoled hands.,N/A,,"Under flow hood, dried under UV light.",Under flow hood.,Yes.,N/A,N/A,27_10_2025_4_3,N/A,N/A,3,24,37,,No growth. ,0,N/A,IMG_5828.heic,Katie Millar,
27/10/2025,"Autoclaved filterpaper, followed by touching. Box of filter paper autoclaved.",,LB,"Filter paper autoclaved in its own box, in a pipette box, handled with ethanoled gloves after. ",N/A,,"Under flow hood, dried under UV light.",Under flow hood.,Yes.,N/A,N/A,27_10_2025_5_1,N/A,N/A,1,24,37,,No growth. ,0,N/A,IMG_5831.heic,Katie Millar,
27/10/2025,"Autoclaved filterpaper, followed by touching. Box of filter paper autoclaved.",,LB,"Filter paper autoclaved in its own box, in a pipette box, handled with ethanoled gloves after. ",N/A,,"Under flow hood, dried under UV light.",Under flow hood.,Yes.,N/A,N/A,27_10_2025_5_2,N/A,N/A,2,24,37,,No growth. ,0,N/A,IMG_5832.heic,Katie Millar,
27/10/2025,"Autoclaved filterpaper, followed by touching. Box of filter paper autoclaved.",,LB,"Filter paper autoclaved in its own box, in a pipette box, handled with ethanoled gloves after. ",N/A,,"Under flow hood, dried under UV light.",Under flow hood.,Yes.,N/A,N/A,27_10_2025_5_3,N/A,N/A,3,24,37,,No growth. ,0,N/A,IMG_5833.heic,Katie Millar,
28/10/2025,A control LB plate. ,,LB,Plain LB plate.,N/A,Yes,"Under flow hood, dried under UV light.",Under flow hood.,Yes.,N/A,N/A,28_10_2025_1_1,N/A,N/A,1,24,37,,No growth. ,0,N/A,IMG_5857.heic,Katie Millar,
28/10/2025,A control LB plate. ,,LB,Plain LB plate.,N/A,Yes,"Under flow hood, dried under UV light.",Under flow hood.,Yes.,N/A,N/A,28_10_2025_1_2,N/A,N/A,2,24,37,,No growth. ,0,N/A,IMG_5858.heic,Katie Millar,
28/10/2025,A control LB plate. ,,LB,Plain LB plate.,N/A,Yes,"Under flow hood, dried under UV light.",Under flow hood.,Yes.,N/A,N/A,28_10_2025_1_3,N/A,N/A,3,24,37,,No growth. ,0,N/A,IMG_5859.heic,Katie Millar,
28/10/2025,"Autoclaved filterpaper, followed by touching. Just loose sheets autoclaved.  ",,LB,"Filter paper autoclaved loose in a pipette box, handled with ethanoled gloves after. ",N/A,,"Under flow hood, dried under UV light.",Under flow hood.,Yes.,N/A,N/A,28_10_2025_2_1,N/A,N/A,1,24,37,,No growth. ,0,N/A,IMG_5866.heic,Katie Millar,
28/10/2025,"Autoclaved filterpaper, followed by touching. Just loose sheets autoclaved.  ",,LB,"Filter paper autoclaved loose in a pipette box, handled with ethanoled gloves after. ",N/A,,"Under flow hood, dried under UV light.",Under flow hood.,Yes.,N/A,N/A,28_10_2025_2_2,N/A,N/A,2,24,37,,No growth. ,0,N/A,IMG_5867.heic,Katie Millar,
28/10/2025,"Autoclaved filterpaper, followed by touching. Just loose sheets autoclaved.  ",,LB,"Filter paper autoclaved loose in a pipette box, handled with ethanoled gloves after. ",N/A,,"Under flow hood, dried under UV light.",Under flow hood.,Yes.,N/A,N/A,28_10_2025_2_3,N/A,N/A,3,24,37,,No growth. ,0,N/A,IMG_5868.heic,Katie Millar,
28/10/2025,"Autoclaved filter paper, not followed by touching. ",,LB,"Autoclaved folded filter paper, handled with forceps after.",N/A,,"Under flow hood, dried under UV light.",Under flow hood.,Yes.,N/A,N/A,28_10_2025_3_1,N/A,N/A,1,24,37,,No growth. ,0,N/A,IMG_5863.heic,Katie Millar,
28/10/2025,"Autoclaved filter paper, not followed by touching. ",,LB,"Autoclaved folded filter paper, handled with forceps after.",N/A,,"Under flow hood, dried under UV light.",Under flow hood.,Yes.,N/A,N/A,28_10_2025_3_2,N/A,N/A,2,24,37,,No growth. ,0,N/A,IMG_5864.heic,Katie Millar,
28/10/2025,"Autoclaved filter paper, not followed by touching. ",,LB,"Autoclaved folded filter paper, handled with forceps after.",N/A,,"Under flow hood, dried under UV light.",Under flow hood.,Yes.,N/A,N/A,28_10_2025_3_3,N/A,N/A,3,24,37,,No growth. ,0,N/A,IMG_5865.heic,Katie Millar,
28/10/2025,Gloves touching plate.,,LB,A plate touched with gloved and ehtanoled hands.,N/A,,"Under flow hood, dried under UV light.",Under flow hood.,Yes.,N/A,N/A,28_10_2025_4_1,N/A,N/A,1,24,37,,No growth. ,0,N/A,IMG_5854.heic,Katie Millar,
28/10/2025,Gloves touching plate.,,LB,A plate touched with gloved and ehtanoled hands.,N/A,,"Under flow hood, dried under UV light.",Under flow hood.,Yes.,N/A,N/A,28_10_2025_4_2,N/A,N/A,2,24,37,,No growth. ,0,N/A,IMG_5855.heic,Katie Millar,
28/10/2025,Gloves touching plate.,,LB,A plate touched with gloved and ehtanoled hands.,N/A,,"Under flow hood, dried under UV light.",Under flow hood.,Yes.,N/A,N/A,28_10_2025_4_3,N/A,N/A,3,24,37,,No growth. ,0,N/A,IMG_5856.heic,Katie Millar,
28/10/2025,"Autoclaved filterpaper, followed by touching. Box of filter paper autoclaved.",,LB,"Filter paper autoclaved in its own box, in a pipette box, handled with ethanoled gloves after. ",N/A,,"Under flow hood, dried under UV light.",Under flow hood.,Yes.,N/A,N/A,28_10_2025_5_1,N/A,N/A,1,24,37,,No growth. ,0,N/A,IMG_5860.heic,Katie Millar,
28/10/2025,"Autoclaved filterpaper, followed by touching. Box of filter paper autoclaved.",,LB,"Filter paper autoclaved in its own box, in a pipette box, handled with ethanoled gloves after. ",N/A,,"Under flow hood, dried under UV light.",Under flow hood.,Yes.,N/A,N/A,28_10_2025_5_2,N/A,N/A,2,24,37,,No growth. ,0,N/A,IMG_5861.heic,Katie Millar,
28/10/2025,"Autoclaved filterpaper, followed by touching. Box of filter paper autoclaved.",,LB,"Filter paper autoclaved in its own box, in a pipette box, handled with ethanoled gloves after. ",N/A,,"Under flow hood, dried under UV light.",Under flow hood.,Yes.,N/A,N/A,28_10_2025_5_3,N/A,N/A,3,24,37,,No growth. ,0,N/A,IMG_5862.heic,Katie Millar,
28/10/2025,"Non-autoclaved filter paper, folded with gloved and ethanoled hands. ",,LB,Fresh filter paper from the bought autoclave box. Not autoclaved. ,N/A,,Yes,Under flow hood.,Yes.,N/A,N/A,28_10_2025_6_1,N/A,N/A,1,24,37,,Large lamoung if growth surrounding and on filter paper. ,30,Lawn colonies. ,IMG_5869.heic,Katie Millar,
28/10/2025,"Non-autoclaved filter paper, folded with gloved and ethanoled hands. ",,LB,Fresh filter paper from the bought autoclave box. Not autoclaved. ,N/A,,Yes,Under flow hood.,No.,N/A,N/A,28_10_2025_6_2,N/A,N/A,2,24,37,,Large lamoung if growth surrounding and on filter paper. ,30,Lawn colonies. ,IMG_5870.heic,Katie Millar,
28/10/2025,"Non-autoclaved filter paper, folded with gloved and ethanoled hands. ",,LB,Fresh filter paper from the bought autoclave box. Not autoclaved. ,N/A,,Yes,Under flow hood.,No.,N/A,N/A,28_10_2025_6_3,N/A,N/A,3,24,37,,Large lamoung if growth surrounding and on filter paper. ,30,Lawn colonies. ,IMG_5871.heic,Katie Millar,
